site_code;site_name;type_name;region_name;Chronology;data_valid_start;data_valid_end;weight;sampling_notes;extra_notes;short_ref;culture_type;x;y;Triticum aestivum/durum;Triticum dicoccum;Triticum monococcum;Avena sp;Hordeum vulgare;Panicum milliaceum;Secale cereale;Setaria italica;Sorghum bicolor;Cerealia ind;Leguminosae;Lens culinaris;Pisum sativum;Vicia faba;Vicia sativa;Vicia sp;Lathyrus cicera/sativus;Cicer aretinum;Cornus mas;Corylus avellana;Ficus carica;Fragaria vesca;Juglans regia;Castanea sativa;Malus domestica;Olea europaea L;Prunus cerasus;Prunus avium;Prunus sp;Prunus persica;Prunus domestica;Prunus spinosa;Rubus fruticosus;Pyrus communis;Sambucus nigra;Cucumis melo;Vitis vinifera;Linum usatissimus;Sorbus sp
218;Casazza, Bergamo;Rural;Lombardia;LR;1;5;0.2000;Casazza, Bergamo: 1st to 5th c.;Anthraco remains available. Since the data is too scarce, fragments have been included;Castiglioni 2005;Roman;9.907844655639213;45.7494633116574;1;;;;116;;;;;2;1;;;7;;;;;;4;;;22;;;;;;1;;;;;;;;2;;
219;Montegibbio, Period 2, Phases II-III-IV;Rural site, villa;Emilia-Romagna;LR;4;6;0.3333;Montegibbio, Period II, III, IV: 4th c. - 6th c. CE;Other taxa available. Density (US 7 - 4th c.) 14 seeds / l, (US 95 - 4th - 6th c.) 5 seeds / l, (US 74 - early 4th c. ) 16 s/l ;Bandini Mazzanti et al 2010;Late Roman;10.785917381199157;44.51343035419405;7;1;;;3;;;;;4;5;;;;;;;;;;;;3;;;;;;;;;;;;;;16;;
220;Marzuolo, Phase 3;Rural;Toscana;LR;2;3;0.5000;Marzuolo, Phase III: 2nd-3rd c.;"Cerealia are Triticum sp.; Other taxa available (wetlands, etc.); Anthraco remains available; From the text: ""We should suppose that Phase 3 rep- resents a return to a more heavily pastured, grazing landscape along with a decrease in cereal production. This represents a major change from Phase 2, with its cereal-rich, pasture poor environment, which predominated during the site’s heyday as a ceramic manufacturing and distribution center.""";Mercuri et al 2020b;Roman;11.408297998931415;42.95620255964278;2;;;;;;;;;8;5;;;;;;;;;;;;1;;;2;;;;1;;;1;;;;14;;
232;Vittorio Veneto, loc. San Rocco, period II;Urban;Veneto;LR;5;5;1.0000;Vittorio Veneto, loc. San Rocco, period II (mid 5th c. CE). Visual sampling. Material water sieved in 0.5mm meshes, then dry sieved through 7-4-2-1-0.5 mm meshes. ;16 of Cerealia are Triticum/Hordeum, + 2 Panicoideae (not transcribed in this row);Castiglioni et al 2014;Late Roman;12.2882577;45.9763529;;;1;;;;;;1;16;;;;;;;;;;;;;2;;;;;;;;;;;;;;10;;
243;Vagnari II, Phase 4;Rural;Puglia;LR;2;3;0.5000;Vagnari, Carroll excavations, Phase 4 (late 2nd c. CE - early 3rd c. CE) - daub wall, imbrex fill, hearth floor (grouped together since data was too scarce);Other taxa available;Stirn and Sgouros 2022;Roman;16.274555989653205;40.83289782302369;9;;3;3;5;;;;;7;10;;;;;2;2;;;;;;;;;3;;;1;;;;;;;;;;
243;Vagnari II, Phase 5;Rural;Puglia;LR;3;3;1.0000;Vagnari, Carroll excavations, Phase 5 (early 3rd c. CE) - Cobble floor;Other taxa available;Stirn and Sgouros 2022;Roman;16.274555989653205;40.83289782302369;3;;;;1;;;;;1;2;;;;;;2;;;;;;;;;3;;;;;;;;;;;;;
248;Peveragno, loc. Castelvecchio;Castrum;Piemonte;LR;3;6;0.3333;Peveragno, loc. Castelvecchio;Could not make a better chronological division since the author specified the US but not the chronology of those. Anthracological remains are also available, as well as a very small sample with a protostoric chronology. ;Motella de Carlo 1995;Early Medieval;7.647035828225136;44.31064156531865;82;9;;1;4;;197;1;;15;13;;5;10;2;9;;;;;;;5;;;;;;;;;;;;1;;;;
274;Lecce, piazzetta Castromediano;Urban;Puglia;LR;3;4;0.5000;Lecce, piazzetta Castromediano - forge. Sampling strategy: blanket (every stratigraphic unit). Wet sieving with meshes from 0.5 to 3 mm. Sample size has been specified only collectively (51 l) for the site of piazzetta Epulione and piazzetta Castromediano, both in Lecce.;The evidence of metallurgic activity come from the more complex area of P.tta Castromediano, where the archaeological excavation has revealed the presence of slags both in discard levels and hearth structures. ;Primavera et al 2011;Late Roman;18.17231067896651;40.35452508937071;;8;;;2;;;;;;;;;48;;;;;;;;;;;;4;;;1;;;;;;;;5;;
275;Lecce, piazzetta Epulione;Urban;Puglia;LR;3;4;0.5000;Lecce, piazzetta L. Epulione - forge. Sampling strategy: blanket (every stratigraphic unit). Wet sieving with meshes from 0.5 to 3 mm. Sample size has been specified only collectively (51 l) for the site of piazzetta Epulione and piazzetta Castromediano, both in Lecce.;"The area was interested by the presence of forges evidences, defined by a sequences of burnt plans, layers of ashes and hearth structures, superimposed between them.; Cereals were not found: Maybe use only for fruit ubiquity?";Primavera et al 2011;Late Roman;18.171272184642334;40.35094466749672;;;;;;;;;;;1;;;;;;;;;;;;;;;9;;;;;;;;;;;8;;
283;Aquileia, Canale Anfora, 1st-3rd c. CE;Urban;Friuli-Venezia Giulia;LR;1;3;0.3333;"Aquileia, Canale Anfora, late 1st to 3rd c. CE. Waterlogged seeds (and wood remains - not reported in this entry), although there are some rare exceptions of charred and mineralised seeds; 8 samples analysed by Musei Civici di Como, from each sample 100ml have been studied (+1 extra 100ml sample from US 20). The samples have been washed with a 0,25mm mesh, and submerged briefly in hydrogen peroxide. The stratigraphic units studied are: US 34, 31 and 6 (layers of sterile clay, probably not anthropic - related to the creation of the channel), US 30, 24 and 20 (layers dated to the 1st to the 3rd c.)";"[Extra] Cerealia (2550 Triticum/Hordeum, 1 Triticum sp., 11 Panicoideae), Panicum m. (2 seeds are cfr.), +4 Anethum, +9 Apium gr., +1 Coriandrum, +1 Satureja h., +1 Crateagus sp., +2 cfr. Cydonia
oblonga, +4 Morus nigra, +1 Myrtus communis, +25 Pinus p., 40 Prunus sp (36 Prunus avium/cerasum, 1 Prunus cfr. armeniaca, 2 Prunus sp), +3 cfr. Punica granatum, +2 Pyrus/Malus, +7 Quercus sp., +1 Rosa sp.; Wetland/pasture/woodland taxa available";Rottoli 2017;Roman;13.3346;45.76475;2;1;;;3;17;;20;;2565;;;;;;;;;;17;760;2;205;22;9;21;;6;40;4;1;6;15;2;;6;208;1;
283;Aquileia, Canale Anfora, 3rd-4th c. CE;Urban;Friuli-Venezia Giulia;LR;3;4;0.5000;"Aquileia, Canale Anfora, late 3rd to 4th c. CE. Waterlogged seeds (and wood remains - not reported in this entry), although there are some rare exceptions of charred and mineralised seeds; 2 samples analysed by Musei Civici di Como, from each sample 100ml have been studied. The samples have been washed with a 0,25mm mesh, and submerged briefly in hydrogen peroxide. The stratigraphic units studied are: US 17-19, related to the time when the channel is covered with soil to close it.";"[Extra] Panicum m. (2 seeds are cfr.), +1 Papaver somniferum,+1 Coriandrum, +1 Satureja h., +Apium graveolens, +3 Pinus pinea, 1 Prunus sp (is Prunus avium/cerasum), +1 Ziziphus jujuba; Wetland/pasture/woodland taxa available";Rottoli 2017;Late Roman;13.3346;45.76475;;;;;;;;2;;;;;;;;;;;;5;85;;22;5;5;4;;;1;;;;;;;;25;;
283;Aquileia, Canale Anfora, 3rd-4th c. CE;Urban;Friuli-Venezia Giulia;LR;3;4;0.5000;"Aquileia, Canale Anfora, late 3rd to 4th c. CE. Waterlogged seeds (and wood remains - not reported in this entry), although there are some rare exceptions of charred and mineralised seeds; 2 samples analysed by Musei Civici di Como, from each sample 100ml have been studied. The samples have been washed with a 0,25mm mesh, and submerged briefly in hydrogen peroxide. The stratigraphic units studied are: US 17-19, related to the time when the channel is covered with soil to close it.";"[Extra] Panicum m. (2 seeds are cfr.), +1 Papaver somniferum,+1 Coriandrum, +1 Satureja h., +Apium graveolens, +3 Pinus pinea, 1 Prunus sp (is Prunus avium/cerasum), +1 Ziziphus jujuba; Wetland/pasture/woodland taxa available";Rottoli 2017;Late Roman;13.3346;45.76475;;;;;;;;2;;;;;;;;;;;;5;85;;22;5;5;4;;;1;;;;;;;;25;;
69;Settefinestre, Phase 2;Rural site, villa;Toscana;LR;2;3;0.5000;Settefinestre, Phase 3;Important note: This entry just contains '1' to indicate the presence of a taxon. The authors did not provide the raw counts. ;Jones 1985;Roman;11.327089226104398;42.4308642494648;;1;;1;;;;;;;;1;;;;1;;;;1;;;;;;;;;;;;;;;;;1;;
290;San Candido, Casa dell'Organista, Roman age;Rural;Trentino-Alto Adige/Südtirol;LR;1;3;0.3333;San Candido/Littamum, Casa dell'Organista, Roman layers, US 11 (Hearth), US 14 (Mortar floor - possibly 2nd-3rd c.);"Note on chronology: The 1st to 3rd c. CE chronology was hypothesized according to the plausible dating of the US14 layer and the 'Roman' attribution of the layer US11 (in accordance with the other excavations at San Candido); Cerealia (1 Hordeum/Avena, 1 Tr. spelta, 7 Triticum sp., 6 Triticum/Secale, 75 Cerealia), Weeds are provided";Castiglioni 2005;Roman;12.282496938200017;46.73325290821929;6;10;;9;23;9;17;;;90;1;;1;9;;;;;;;;;;;;;;;;;;;1;;;;;;
2;Desenzano, loc. Faustinella;Rural;Lombardia;EMA;5;6;0.5000;;;Castiglioni and Rottoli 2007;Late Roman;10.538694;45.4694851;1;2;7;8;1;6;1;11;;103;;1;;;;;;;2;;;;60;;;;;;;;;;;;;;263;;
5;Trezzo sull'Adda, Cascina S. Martino, 3rd-6th c.;Urban;Lombardia;EMA;3;6;0.2500;Cascina S. Martino. samples collected from Roman well used later as a wastepit. Grape, wild/sour cherry, fig overrepresented. The pit contained human excrements.;;Castiglioni and Rottoli 2012;Late Roman;9.508719072826871;45.43117278804427;1;;;1;2;2;2;2;;1;;;;1;2;;2;;1;1;499;1;22;;;;576;;297;;;;37;;2;;3583;;
6;Monte Barro;Castrum;Lombardia;EMA;5;6;0.5000;"Monte Barro: big agglomerate of linum picked up together; castanea sativa was easy to pick in the US; ";"storage area: large number of bread wheat/durum; The article provides also seed sizes";Castelletti and Castiglioni 1991;Goth;9.369320317683991;45.83092616011957;2017;;1;6;90;;76;5;;;;3;;2;32;148;;;;18;;;73;510;;;1;;;11;;;;;;;16;10000;
7;Loppio, Isola S. Andrea;Castrum;Trentino-Alto Adige/Südtirol;EMA;5;6;0.5000;Loppio, isola S. Andrea. ;;Moser 2006;Lombard;10.916720914052336;45.866429428008345;1;;2;3;25;136;5;98;1;103;3;16;4;2;9;1;14;;;;;;3;;;;;;;;;;;;;;1;;
8;Lomello, villa Maria;Rural;Lombardia;EMA;5;6;0.5000;Lomello, villa Maria. visual sampling;;Nisbet 1987;Early Medieval;8.797278548240513;45.1221589340304;9;;1;1;18;1;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Domagnano;Rural;San Marino;EMA;5;6;0.5000;from a pit;synantropic plants, wet plants, alia are included but were not copied;Mercuri et al 2009;Goth;12.468926451003016;43.947901691490465;1;;;;3;;;;;2;;;;;;;;;;;206;3;2;;2;250;;;;;1;;;1;;;1595;;
10;Parma, Piazza Garibaldi/via Cavestro;Urban;Emilia-Romagna;EMA;10;11;0.5000;waterlogged;"Urban cesspit: this explains the overabundance of some taxa; I excluded some Robus, wetplants and ruderals";Bosi et al 2012;Medieval;10.326509377765523;44.80082986532667;218;40;115;;39;37;54;;;9;;;3;20;;;;;9;5;8978;519;13;;236;;114;1107;;136;210;201;724;12;4;87;26495;;338
16;Ventimiglia, battistero della Cattedrale;Urban;Liguria;EMA;6;7;0.5000;"Battistero della cattedrale di ventimiglia; vs; Agglomerate: probably it was a storage container that was burned.";"other plants are provided, including cannabis, probably confirming it was cultivated here as a textile plant; Anthracological remains available";Arobba 2000;Early Medieval;7.6025654227118995;43.791320932545275;879;102;3;;30;1;;103;;242;;15;;;11;3;5;;;;;;;;;;;;;;;;;;;;9;;
18;S. Antonino di Perti;Castrum;Liguria;EMA;6;7;0.5000;"vs; water sieved with 1mm and 0,5mm mesh; sample size 145 kg";;Arobba and Murialdo 2001;Byzantine;8.32153258912255;44.19479733303203;;;;;2;1;;;;;;;;;;;;;3;1;;;;;;;;;;2;1;;;;;;2;;
20;Luni, 8th c.;Urban;Liguria;EMA;8;8;1.0000;"From a sample of 55 dm^3 from US 8, pit; mesh size for flotation not specified";anthracological analyses available in the same text;Barker 1977;Early Medieval;10.016095356375178;44.06450201566349;66;;1;;1;1;;;;;;;;2;;1;;;;;;;1;;;1;;;1;;;;;;;;7;;
22;Classe, 8th c.;Rural;Emilia-Romagna;EMA;8;8;1.0000;"Classe: manually sieved with fine meshes (0.5mm - 1mm), without the use of water; sample size: 28/8 liters each. Carpological remains were charred; ";"Also rice was found; At this time Classe was mainly occupied just by small farmers";Augenti et al 2006;Early Medieval;12.21703592761964;44.39775375736627;15;13;;1;932;;;;;11;;500;;1;;3;14;80;;;1;;;;;;;;;;;;;;;;1;;
22;Classe, 8th-10th c.;Rural;Emilia-Romagna;EMA;8;10;0.3333;"Classe: manually sieved with fine meshes (0.5mm - 1mm), without the use of water; sample size: 28/8 liters each. Carpological remains were charred; ";"Also rice was found; At this time Classe was mainly occupied just by small farmers";Augenti et al 2006;Early Medieval;12.21703592761964;44.39775375736627;39;6;;;91;104;;;;9;;43;;3;;1;3;3;;;;;;;;;;;;;;;;;;;;;
23;Nogara, Mulino di Sotto;Rural;Veneto;EMA;9;11;0.3333;;More cereals included;Castiglioni and Rottoli 2011;Medieval;11.057640162306127;45.17845974019079;69;8;28;;12;21;34;7;24;107;;9;1;9;9;;4;;1;11;;;21;1;7;;;;17;16;6;11;19;;3;;1453;;1
25;Finalborgo;Urban;Liguria;EMA;10;11;0.5000;;anthracological analyses available in the same text;Arobba 2003;Medieval;8.329968465525209;44.175902068140466;1;;;1;;;;;;;;;;;;;;;;1;170;;1;;;;;;;;2;;1;;23;;19;;
29;Teglio, via Roma;Urban;Lombardia;EMA;5;6;0.5000;vs;;Castiglioni and Rottoli 2015;Early Medieval;10.070032275277624;46.17100687400183;;22;;;3;;;6;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Aquileia, insule quartieri nord;Urban;Friuli-Venezia Giulia;EMA;5;6;0.5000;5l + vs;;Rottoli 2001b;Early Medieval;13.3632280102961;45.76843522391114;1;;;;;;;1;;5;;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;
32;Campi di Riva del Garda, Monte S. Martino;Urban;Trentino-Alto Adige/Südtirol;EMA;4;6;0.3333;8 samples, 10 liters + vs;"Some cereals have been classified as ""Cerealia ind""";Castiglioni 2007;Early Medieval;10.821289190934788;45.917374128067024;2;3;;1;3;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Sirmione, via Antiche Mura;Rural site, villa;Lombardia;EMA;5;6;0.5000;vs;Very high sample of some taxa makes the data unbalanced.;Rottoli 1998;Early Medieval;10.607602299147022;45.49350727456822;13;;;;;90000;;255600;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Modena, via Nonantolana;Rural;Emilia-Romagna;EMA;5;6;0.5000;50.6 liters;;Bosi et al 2019;Early Medieval;10.960618877376247;44.65912805035021;8;;;82;;50;;;;18;;;;;3;;13;;;;;;;;;;;;;;;;;;;;;;
96;Anguillara Sabazia, Mura di Santo Stefano, Phase 4;Urban;Lazio;EMA;9;11;0.3333;"from a ditch;wet-sieved; only a small quantity air-sieved";"The authors did not provide the counts for each taxon. I will report in this field the counts that have been provided, although the rest of the row will contain percentages. This solution was adopted to make this entry comparable to the rest.
T. monococcum: 38; T. dicoccum: 1502; Avena sp. 35; Hordeum v.: 2515; Secale c.: 442; Lens c.:15; Cicer aretinum: 63; Vitis v.: 1";Costantini et al 1983;Medieval;12.258645754824592;42.07066560947221;56.39;6.4;0.15;0.09;16.02;1.09;1.81;;;;2.38;0.04;;7.03;;1.43;1.3;0.84;;;;;;;;;;;;;;;;;;;;;
98;S. Maria in Cività, D85;Urban;Molise;EMA;6;9;0.2500;Carbonised seeds recovered with froth flotation cell (seed machine), the smallest mesh size was 0.5mm. Not all the material was analysed. Good sampling strategy described in Van Der Veen 1985, p.213;"Tot seeds. 95000; Harvest refuse not present in the site: The authors suggest that, if they follow the definition of Hillman 1981, 142, the site at D85 is a non-crop-producing site, but they can't exclude that the waste has been adequately stored someplace else; The counts in this row represent the sum of Trenches A to H; Weeds are included; Overall, very good analysis";Van der Veen 1985;Early Medieval;14.81559846145632;41.80352728910525;2345;3;;90;1193;336;;;;4067;126;;;10;;;37;;;;307;;;;;;;;;;;;;;3;;14;215;
107;S. Giovanni di Ruoti, Phase 3A;Rural site, villa;Basilicata;EMA;5;5;1.0000;Phase 3A: The soil samples were contained in 0.3-litre bags, and they were considered too small for regu- lar+flotation methods. Consequently, instead of being subjected to water separation, they were screened and sorted without prior treatment, so as to maximize the extraction of charred material. Soil was passed through a coarse 2- mm screen and examined for wood charcoal and large seeds. The material was then passed through a 300-micrometre mesh, so as to remove fine mineral dust and to concentrate the sam- ples+further. Only seeds were removed. An ST 300 dissection stereoscope facilitated sorting and identification.;Wood charcoal analysis available.;Monckton 2002;Late Roman;15.669902140170347;40.73911711017891;4;;;;;1;;;;8;;1;1;;;;;;;;2;;;;;28;;;;;;;3;;;;10;;
107;S. Giovanni di Ruoti, Phase 3B;Rural site, villa;Basilicata;EMA;5;6;0.5000;Phase 3B: The soil samples were contained in 0.3-litre bags, and they were considered too small for regu- lar+flotation methods. Consequently, instead of being subjected to water separation, they were screened and sorted without prior treatment, so as to maximize the extraction of charred material. Soil was passed through a coarse 2- mm screen and examined for wood charcoal and large seeds. The material was then passed through a 300-micrometre mesh, so as to remove fine mineral dust and to concentrate the sam- ples+further. Only seeds were removed. An ST 300 dissection stereoscope facilitated sorting and identification.;Wood charcoal analysis available.;Monckton 2002;Late Roman;15.669902140170347;40.73911711017891;2;;;;13;;;;;4;;;1;;;;;;;;1;;;;1;;;6;;;;;;;1;;;;
108;Brescia, Capitolium, deterioration phase;Urban;Lombardia;EMA;7;7;1.0000;Deterioration phase: sample from a wastepit;"From the phases of deterioration of the Flavian Capitolium, two contexts were sampled: a 7th century AD latrine and a deposit produced by the collapse of a house, following a fire in the 8th century AD. In the latrine (SU 583; Castiglioni et al. 2014g) mineralized and burnt material was preserved, including a textile fragment2. In a small food store (SU 557; Castiglioni et al. 2014f) identified in the collapsed 8th century dwelling, 416 burnt fruit/seed remains were found.";Castiglioni and Rottoli 2019;Lombard;10.226541412798476;45.54030058057592;146;;;;8;;4;15;;218;8;2;;;;;;;;;;;10;;;;;;;;;;;;;;1;;
109;Brescia, via Alberto Mario;Urban;Lombardia;EMA;5;6;0.5000;The sample of Panicum miliaceum has to be multiplied by 10, because it refers to a sample 1/10 of the total.;The carpological remains from the Early Medieval context perhaps belonged to a small food store that was carbonized during a fire. Scarce seed/fruit remains were found in a 12th-13th century level- ling layer.;Castiglioni and Rottoli 2019;Goth;10.230896521429843;45.53750757759999;3;2;750;7;;21000;62;3;;;;9;;16;;;;;;;;;;5;;;;;;;;;;;;;1;;
112;Brescia, S. Giulia - Goth occupation;Urban;Lombardia;EMA;5;6;0.5000;11 samples from the period of Goth occupation (450-569): stores;;Castiglioni and Rottoli 2019;Goth;10.228382817765326;45.54056461482653;1334;5;652;17;1091;368;2447;4;269;377;156;514;145;1077;856;;1496;;7;2;;1;105;;;;;2;1;3;;;;;;;13;;
112;Brescia, S. Giulia;Religious, monastery;Lombardia;EMA;6;7;0.5000;11 samples from after the Lombard conquest (569-680);;Castiglioni and Rottoli 2019;Lombard;10.228581058805755;45.539848090918376;144;1;12;1;95;119;54;2;;74;9;11;;;36;;4;;1;9;;;30;3;;;;;1;1;;;;;;;34;;
113;Brescia, Kitchen-Garden (Ortaglia) domus;Urban;Lombardia;EMA;6;7;0.5000;From Early Medieval deposits in the Kitchen-Garden Domus (located just to the east of Santa Giulia), two small samples were analysed (Castiglioni unpublished)  they contained a total of 807 burnt carpological re- mains. The sample containing more material (SU 172) was a posthole fill, and the other (SU 244) the fill of a wall foundation trench (tab. 3).;"";Castiglioni and Rottoli 2019;Lombard;10.229688034111009;45.54040837440285;30;1;6;3;358;;166;1;7;29;22;1;6;141;12;;;;;;;;1;;;;;;;1;;;;;;;1;;
115;Boggiovara, necropoli;Necropolis;Emilia-Romagna;EMA;6;7;0.5000;from ritual offerings and tombs. Sample 20 (1,5l), 19 (3,5l), 22 (4l), t23-29 (0,2l), t24-27 (0,3l), t22-26 (0,15l);Very scarce;Rinaldi et al 2011;Byzantine;10.87307229891729;44.60800742093317;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;4
116;Rocca degli Alberti, Village phase;Rural;Toscana;EMA;8;9;0.5000;"mid 8th - mid 9th c. CE; charred; Warehouse, storage pits, ovens";"1436 seeds in Cerealia are Triticum sp., 39 are Hordeum sp.;
Plant macrofossil (carpological) and morpho- metric analyses were carried out on plant remains from the medieval castle of Miranduolo, Siena, a rural settlement in central Italy with a long sequence of occupation between the 8th and the 11th centuries A.D. The presence of Triticum aestivum/durum and Vicia faba var. minor from the first phase of the Lombard farming village suggests continuity with the agricultural tradition of the preceding Roman world, and the use of good cultivation techniques that allowed quality yields to be obtained from rather poor soils. At the same time, the significant presence of the primitive cereal T. monococcum, compared with the ar- chaeobotanical literature of north-central Italy, allows to us consider it as a ‘‘cultural’’ element of Lombard farming. In the next cultural phases, with the Carolingian manor and then with the feudal castle, the stable presence of T. aes- tivum/durum and the reduction of T. monococcum in favour of more productive cereals such as Secale cereale and Hordeum vulgare indicate a further improvement in pro- ductivity. This is also confirmed by the appearance of fruits and nuts such as Castanea sativa, Vitis vinifera and Prunus persica. The increase in caryopsis sizes of T. monococcum and T. aestivum/durum in the transition from the village to the manorial phase is a consequence of the improvementsin farming. The decrease in caryopsis size of T. mono- coccum from the manor phase to that of the castle testifies the decreasing importance of this cereal. The good date resolution of this research allows us to detect the crops, the storage and the processing practices, as well as the changing role of crop plants in the rural economy. This highlights the geographical, historical-cultural and political factors of the medieval transition from the Lombard to the Carolingian and then to the feudal period in central Italy.";Buonincontri et al 2017;Lombard;10.856876081951047;43.14567502485282;4037;206;64;226;943;;22;29;;1475;15;;1;52;11;;23;;;;;;;;;1;;;;;;;;;;;5;139;
116;Rocca degli Alberti, Manorial court phase;Rural;Toscana;EMA;9;10;0.5000;"mid 9th - end 10th c. CE; charred; Warehouse, storage pits, ovens";"Cerealia (920 Tr. sp.); Plant macrofossil (carpological) and morpho- metric analyses were carried out on plant remains from the medieval castle of Miranduolo, Siena, a rural settlement in central Italy with a long sequence of occupation between the 8th and the 11th centuries A.D. The presence of Triticum aestivum/durum and Vicia faba var. minor from the first phase of the Lombard farming village suggests continuity with the agricultural tradition of the preceding Roman world, and the use of good cultivation techniques that allowed quality yields to be obtained from rather poor soils. At the same time, the significant presence of the primitive cereal T. monococcum, compared with the ar- chaeobotanical literature of north-central Italy, allows to us consider it as a ‘‘cultural’’ element of Lombard farming. In the next cultural phases, with the Carolingian manor and then with the feudal castle, the stable presence of T. aes- tivum/durum and the reduction of T. monococcum in favour of more productive cereals such as Secale cereale and Hordeum vulgare indicate a further improvement in pro- ductivity. This is also confirmed by the appearance of fruits and nuts such as Castanea sativa, Vitis vinifera and Prunus persica. The increase in caryopsis sizes of T. monococcum and T. aestivum/durum in the transition from the village to the manorial phase is a consequence of the improvementsin farming. The decrease in caryopsis size of T. mono- coccum from the manor phase to that of the castle testifies the decreasing importance of this cereal. The good date resolution of this research allows us to detect the crops, the storage and the processing practices, as well as the changing role of crop plants in the rural economy. This highlights the geographical, historical-cultural and political factors of the medieval transition from the Lombard to the Carolingian and then to the feudal period in central Italy.";Buonincontri et al 2017;Frankish;10.856876081951047;43.14567502485282;2097;;3;15;8;;3;14;;920;;;;;;;4;;;;;;;;;;;;;;;;;;;;5;7;
117;Rocchette Pannocchieschi;Castle;Toscana;EMA;10;11;0.5000;end of 10th - 11th;;Buonincontri et al 2017;Frankish;10.891856593036943;43.04839767718219;208;1;;;3;;;;;;;3;4;;4;1;1;;;;;;;;;;;;;;;;;;;;;;
119;Modena, viale Amendola, woodland - alluvial deposit;Rural;Emilia-Romagna;EMA;4;6;0.3333;"Phase B: Woodland (4th - 5th AD/ 455-537 cal AD°); Layer: 7, 6°, 5°; Sample (litres): 28";"This is a very in-detail analysis, inclusive of ruderal, wetland, ornamental, aromatic plants. These taxa have been omitted from this table, but can be retrieved online from the attachment to the publication; Modern building works brought to light soil from the Roman age buried at c. 3.4 m from the surface, located about 2 km South-West of Mutina (Anghinetti et al., 2011). A drainage channel and an aqueduct with a settling tank, dating to the 1st century AD, were covered by an alluvial layer at 3.1 m. The layer was then colonised by a woodland, as shown by the presence of large trunks that had fallen, found near stumps. Oaks and elms were identified, and the trunks more than 122 years old were subjected to dendrochrono- logical analyses (see above). Two radiocarbon datings performed on one trunk gave a dating of 319e539 AD (87.1%) and 327e543 AD (92.9%). These data made it possible to establish that the youngest tree rings formed at c. 455e537 AD (Martinelli and Pignatelli,
2013).";Bosi et al 2015;Early Medieval;10.907213064923846;44.63365857670945;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;79;;9;;10;;
122;Nago-Torbole;Rural site, villa;Trentino-Alto Adige/Südtirol;EMA;3;6;0.2500;visual sampling from a well;;Rottoli 2013;Late Roman;10.886544590892989;45.874108029732234;10;1;5;4;3;75;31;4;;15;1;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;
124;Calcinate, loc. Campo Musna (US 168);Rural site, villa;Lombardia;EMA;-1;6;0.1250;from US 168, a pit with (unrelated) remains of cattle + anthracological remains - Roman structures;;Castiglioni and Rottoli 2016b;Roman;9.803402572092853;45.61031712464418;1;;2;;;;;;;15;;;;;;;;;;;;;108;;;;;;;;;;;;;;10;;
125;Bazzano, Pozzo Casini;Urban;Emilia-Romagna;EMA;5;6;0.5000;from a well;;Marchesini et al 2008;Late Roman;11.082577574770152;44.50819047836196;;;;;;;;;;;;;;;;;;;;9;;;11;;;;;;;10;;;;;;;;;
127;Montegrotto Terme, via Neroniana, elongated ditch (US 4174);Rural;Veneto;EMA;9;14;0.1667;mostly mineralised (97%), a small part (3%) charred. Low concentration (10 s/f per l);This unit was probably used as a cooking place and/or later as a waste disposal pit . From Table 10. Other plants are included in the list: ruderals, wetland plants, alia.;Maritan 2012;Medieval;11.793363508103882;45.3231475589978;13;;;;6;;;57;1;11;;;;1;;;;;;;;;;;;;;;1;;;;;;;3;961;228;23
142;Volterra, podere San Mario, 5th-6th c.;Rural;Toscana;EMA;5;6;0.5000;"360 litres from a pit; Most of the seeds are mineralised 
";;Motta 1997;Early Medieval;10.905322152828276;43.396751684683565;4;1;2;;8;;;;;38;6;;1;21;;;;;6;;;;23;;;1;;1;;;;;;;;;410;;
195;Castello di Santa Severa, Casa del Nostromo;Urban;Lazio;EMA;7;8;0.5000;"26 samples from the excavation in ""Casa del Nostromo"". One of the sample has only been analysed for 15% of its entirety. The structure was probably an oven, that later became a medieval cemetery. The state of fragmentation is high and the preservation is also bad. Tot. number of seeds: 847";;Susanna 2013;Byzantine;11.958046918705422;42.01920241306131;695;;;;110;;;;;;;;;10;;19;10;;;;;;;;;;;;;;;;;;;;3;;
198;Salapia, area botteghe, US 2475;Urban;Puglia;EMA;6;6;1.0000;Salapia, area botteghe, US 2475 - only 2 remains of Vicia sp;;Fiorentino et al 2022;Early Medieval;15.997292733316364;41.400097003336256;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;
