ID;Site;Culture;Type;Chronology;Geo;weight;Region;Macroregion;From Century;To Century;Reference;X;Y;Pigs;Cattle;Caprine;Dom. Fowl;Edible W. Mammals;Fish;Mollusca;Unedible Dom. Mammals;Unedible Wild Mammals
72;Ostia, DAI/AAR – Regio III - street, 6;Early Medieval;Urban;EMA;Coast;1.0000;Lazio;Central Italy;6;6;MacKinnon 2014;12.28561303229524;41.75246104567467;66;10;87;23;1;0;;3;0
73;Ostia, DAI/AAR – Suburban villa, 1;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;1;1;MacKinnon 2014;12.287698840391233;41.74967561029644;12;1;2;4;0;0;;0;0
73;Ostia, DAI/AAR – Suburban villa, L2;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;2;2;MacKinnon 2014;12.287698840391233;41.74967561029644;279;20;162;4;1;0;;8;0
74;Ostia, DAI/AAR – Basilica, 1;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;1;1;MacKinnon 2014;12.294954494229794;41.7544415772345;8;;1;2;0;0;;0;0
74;Ostia, DAI/AAR – Basilica, EM3;Roman;Urban;LR;Coast;1.0000;Lazio;Central Italy;3;3;MacKinnon 2014;12.294954494229794;41.7544415772345;31;3;9;5;0;0;;5;0
74;Ostia, DAI/AAR – Basilica, 4-6;Roman;Religious;LR;Coast;1.0000;Lazio;Central Italy;3;3;MacKinnon 2014;12.294954494229794;41.7544415772345;149;2;40;17;2;0;;5;0
75;Ostia, DAI/AAR – Regio III - TR 26, E1;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;1;1;MacKinnon 2014;12.28561303229524;41.75246104567467;1;1;2;0;0;0;;0;0
75;Ostia, DAI/AAR – Regio III - TR 26, 5;Late Roman;Urban;LR;Coast;1.0000;Lazio;Central Italy;5;5;MacKinnon 2014;12.28561303229524;41.75246104567467;12;2;14;5;0;0;;1;0
76;Ostia, temple of Fabri Navales;Late Roman;Religious;LR;Coast;1.0000;Lazio;Central Italy;3;3;MacKinnon 2014;12.286233672243371;41.752738048619484;843;147;557;52;8;0;;178;0
77;Ostia, Castellum Aquae - Porta Romana, Trench 15000s;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;2;2;MacKinnon 2014;12.295750149510551;41.75757799615409;20;170;9;0;0;0;;22;0
77;Ostia, Castellum Aquae - Porta Romana, Trench 6000s;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;2;2;MacKinnon 2014;12.295750149510551;41.75757799615409;719;158;397;25;0;0;;21;0
78;Ostia, DAI/AAR, Via Laurentina;Roman;Urban;R;Coast;0.3333;Lazio;Central Italy;1;3;MacKinnon 2014;12.291966212537769;41.75271886831561;167;82;42;0;0;0;;6;0
78;Ostia, DAI/AAR, Via Laurentina;Roman;Urban;LR;Coast;0.3333;Lazio;Central Italy;1;3;MacKinnon 2014;12.291966212537769;41.75271886831561;167;82;42;0;0;0;;6;0
79;Ostia, DAI/AAR – Regio V - TR 10 - street, 2;Roman;Urban;LR;Coast;1.0000;Lazio;Central Italy;2;2;MacKinnon 2014;12.293283026086828;41.75628384389713;187;24;63;9;1;0;;82;0
79;Ostia, DAI/AAR - Regio V - TR 10/11 - streets, M3-4;Late Roman;Urban;LR;Coast;0.5000;Lazio;Central Italy;3;4;MacKinnon 2014;12.293283026086828;41.75628384389713;58;10;29;0;0;0;;26;0
79;Ostia, DAI/AAR - Regio V - TR 10/12 - streets, L4-5;Late Roman;Urban;LR;Coast;0.5000;Lazio;Central Italy;4;5;MacKinnon 2014;12.293283026086828;41.75628384389713;70;7;16;16;0;0;;2;0
80;Ostia, Castrum;Late Roman;Castrum;R;Coast;0.2000;Lazio;Central Italy;1;5;MacKinnon 2014;12.288390429412706;41.75398136609888;87;1;33;0;0;0;;0;0
80;Ostia, Castrum;Late Roman;Castrum;LR;Coast;0.2000;Lazio;Central Italy;1;5;MacKinnon 2014;12.288390429412706;41.75398136609888;87;1;33;0;0;0;;0;0
81;Ostia, DAI/AAR - Regio V - Domus, ML1;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;1;1;MacKinnon 2014;12.29127718192483;41.75440615368203;92;15;49;5;0;0;;1;0
81;Ostia, DAI/AAR - Regio V - Domus, L2;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;2;2;MacKinnon 2014;12.29127718192483;41.75440615368203;24;;17;3;0;0;;1;0
81;Ostia, DAI/AAR - Regio V - Domus, M3-L4;Late Roman;Urban;LR;Coast;0.5000;Lazio;Central Italy;3;4;MacKinnon 2014;12.29127718192483;41.75440615368203;162;13;88;25;14;0;;0;0
81;Ostia, DAI/AAR - Regio V - Domus, ML5-M6;Late Roman;Urban;LR;Coast;0.5000;Lazio;Central Italy;5;6;MacKinnon 2014;12.29127718192483;41.75440615368203;65;3;18;23;1;0;;3;0
81;Ostia, DAI/AAR - Regio V - Domus, ML5-M6;Late Roman;Urban;EMA;Coast;0.5000;Lazio;Central Italy;5;6;MacKinnon 2014;12.29127718192483;41.75440615368203;65;3;18;23;1;0;;3;0
94;Roma, Palatino hill east;Late Roman;Urban;LR;Hill;1.0000;Lazio;Central Italy;4;4;King 1997;12.488410057476717;41.88832382547053;506;4;144;0;0;0;;0;0
95;Roma, Schola Praeconum;Late Roman;Urban;LR;Plain;1.0000;Lazio;Central Italy;5;5;Whitehouse et al 1982;12.485082999997013;41.88769655093908;842;150;576;132;1;5;;33;0
96;Anguillara Sabazia, Mura di Santo Stefano;Medieval;Urban;EMA;Hill;0.2500;Lazio;Central Italy;9;12;Van de Noort et al 2009;12.258645754824592;42.07066560947221;554;466;411;113;66;0;;194;0
96;Anguillara Sabazia, Mura di Santo Stefano;Medieval;Urban;Ma;Hill;0.2500;Lazio;Central Italy;9;12;Van de Noort et al 2009;12.258645754824592;42.07066560947221;554;466;411;113;66;0;;194;0
97;Grosseto, Cassero;Medieval;Castle;Ma;Plain;0.3333;Toscana;Central Italy;11;13;Tozzi 1981;11.116314678890719;42.7624349619023;10;21;31;0;31;1;2;7;0
99;Castiglione in Sabina;Medieval;Castle;Ma;Hilltop;1.0000;Lazio;Central Italy;11;11;Minniti 2009;13.030839441683597;42.13793994650478;4677;356;1770;998;169;53;;30;1
100;Leopoli-Cencelle;Medieval;Urban;EMA;Hilltop;0.2000;Lazio;Central Italy;9;13;Minniti 2009;11.857152589646839;42.19675095360007;172;32;94;228;24;7;9;20;0
100;Leopoli-Cencelle;Medieval;Urban;Ma;Hilltop;0.2000;Lazio;Central Italy;9;13;Minniti 2009;11.857152589646839;42.19675095360007;172;32;94;228;24;7;9;20;0
102;Roma, Aqua Marcia, Phase 3;Roman;Urban;R;Plain;0.3333;Lazio;Central Italy;-1;1;De Grossi Mazzorin 1996;12.510815663085808;41.89677039650046;101;43;8;7;3;0;7;16;0
102;Roma, Aqua Marcia, Phase 4;Roman;Urban;R;Plain;0.5000;Lazio;Central Italy;1;2;De Grossi Mazzorin 1996;12.510815663085808;41.89677039650046;108;11;20;4;3;0;16;3;0
102;Roma, Aqua Marcia, Phase 5;Roman;Urban;R;Plain;0.5000;Lazio;Central Italy;2;3;De Grossi Mazzorin 1996;12.510815663085808;41.89677039650046;59;;20;4;1;2;17;0;0
102;Roma, Aqua Marcia, Phase 5;Roman;Urban;LR;Plain;0.5000;Lazio;Central Italy;2;3;De Grossi Mazzorin 1996;12.510815663085808;41.89677039650046;59;;20;4;1;2;17;0;0
103;Roma, Villa dei Quintili;Roman;Urban;R;Plain;0.5000;Lazio;Central Italy;1;2;De Grossi Mazzorin 1987;12.554346599096991;41.83178007527055;114;;18;47;14;27;16;0;0
61;Cetamura del Chianti;Roman;Rural;R;Hill;1.0000;Toscana;Central Italy;1;1;Fonzo and de Grummond 2016;11.43354872126863;43.49407493847593;308;44;417;386;79;0;;0;0
106;Fiumicino, Isola Sacra (Ponte della Scafa);Roman;Shipwreck;R;Coast;0.5000;Lazio;Central Italy;2;3;Fiore et al 2015;12.278211701296762;41.753906757042316;53;36;25;0;0;0;5;2;0
106;Fiumicino, Isola Sacra (Ponte della Scafa);Roman;Shipwreck;LR;Coast;0.5000;Lazio;Central Italy;2;3;Fiore et al 2015;12.278211701296762;41.753906757042316;53;36;25;0;0;0;5;2;0
49;Filattiera-Sorano, Phase IV;Late Roman;Rural;LR;Plain;0.5000;Toscana;Central Italy;4;5;Giovinazzo 1998;9.92931949408495;44.333323121935315;45;4;45;0;0;0;;2;0
141;Volterra, Vallebuona;Late Roman;Urban;LR;Hill;0.5000;Toscana;Central Italy;3;4;Motta 1997;10.859498454710703;43.403984253011174;149;129;231;6;4;2;;4;0
142;Volterra, podere San Mario, 5th-6th c.;Early Medieval;Rural;LR;Hill;0.5000;Toscana;Central Italy;5;6;Motta 1997;10.905322152828276;43.396751684683565;33;20;24;2;0;0;;7;0
142;Volterra, podere San Mario, 5th-6th c.;Early Medieval;Rural;EMA;Hill;0.5000;Toscana;Central Italy;5;6;Motta 1997;10.905322152828276;43.396751684683565;33;20;24;2;0;0;;7;0
156;Ferento, Waterpit 593;Roman;Urban;R;Hill;1.0000;Lazio;Central Italy;1;1;Alhaique et al 2011;12.132812051518853;42.48933376705123;49;7;38;0;14;1;16;0;0
156;Ferento, Pit 1918;Late Roman;Urban;LR;Hill;0.5000;Lazio;Central Italy;4;5;Alhaique et al 2011;12.132812051518853;42.48933376705123;33;52;102;0;0;0;34;0;0
156;Ferento, Trench III;Roman;Urban;R;Hill;1.0000;Lazio;Central Italy;1;1;Alhaique et al 2011;12.132812051518853;42.48933376705123;91;39;63;0;1;8;3;4;0
156;Ferento, Period I;Roman;Urban;EMA;Hill;0.5000;Lazio;Central Italy;10;11;Alhaique et al 2011;12.132812051518853;42.48933376705123;226;397;296;0;5;0;1;53;0
156;Ferento, Period I;Roman;Urban;Ma;Hill;0.5000;Lazio;Central Italy;10;11;Alhaique et al 2011;12.132812051518853;42.48933376705123;226;397;296;0;5;0;1;53;0
156;Ferento, Period II;Roman;Urban;Ma;Hill;0.3333;Lazio;Central Italy;11;13;Alhaique et al 2011;12.132812051518853;42.48933376705123;215;109;185;0;41;1;;25;0
176;Poggio Gramignano, Pre-cemetery phase (Periods I:IV) ;Roman;Rural site, villa;R;Hilltop;0.1429;Umbria;Central Italy;-1;5;MacKinnon 1999;12.308921573558631;42.54829736932509;13;3;5;4;19;0;;1;0
176;Poggio Gramignano, Pre-cemetery phase (Periods I:IV) ;Roman;Rural site, villa;LR;Hilltop;0.1429;Umbria;Central Italy;-1;5;MacKinnon 1999;12.308921573558631;42.54829736932509;13;3;5;4;19;0;;1;0
176;Poggio Gramignano, infant cemetery, Period V ;Goth;Necropolis;LR;Hilltop;1.0000;Umbria;Central Italy;5;5;MacKinnon 1999;12.308921573558631;42.54829736932509;278;47;80;143;43;1;;367;0
176;Poggio Gramignano, outside of the cemetery, Period V ;Goth;Rural;LR;Hilltop;1.0000;Umbria;Central Italy;5;5;MacKinnon 1999;12.308921573558631;42.54829736932509;18;3;6;17;1;0;;3;0
176;Poggio Gramignano, post-cemetery, Period VI;Early Medieval;Rural;EMA;Hilltop;1.0000;Umbria;Central Italy;6;6;MacKinnon 1999;12.308921573558631;42.54829736932509;47;37;28;16;19;0;;2;0
180;Pistoia, Phases VIII-IX;Frankish;Religious;EMA;Plain;0.3333;Toscana;Central Italy;9;11;Giorgetti and Campodoni 1985;10.9173070903232;43.933769937789364;7;6;2;0;0;0;;0;0
180;Pistoia, Phases VIII-IX;Frankish;Religious;Ma;Plain;0.3333;Toscana;Central Italy;9;11;Giorgetti and Campodoni 1985;10.9173070903232;43.933769937789364;7;6;2;0;0;0;;0;0
180;Pistoia, Phase IX;Medieval;Religious;Ma;Plain;1.0000;Toscana;Central Italy;11;11;Giorgetti and Campodoni 1985;10.9173070903232;43.933769937789364;2;4;3;0;0;0;;0;0
180;Pistoia, Phase X;Medieval;Religious;Ma;Plain;1.0000;Toscana;Central Italy;11;11;Giorgetti and Campodoni 1985;10.9173070903232;43.933769937789364;1;2;1;0;0;0;;0;0
181;Roma, Colosseum valley;Medieval;Urban;Ma;Plain;0.3333;Lazio;Central Italy;11;13;Bedini 2002;12.490714109749376;41.890203890215695;462;36;402;172;0;0;;0;0
182;Roma, Colosseum Square, wastepit, US 12-13-14;Medieval;Urban;Ma;Plain;1.0000;Lazio;Central Italy;11;11;Minniti and Delfino 2008;12.493682495107505;41.89009654949215;126;45;125;16;3;0;;27;0
183;Roma, Colosseum, Commodus passage, 3rd c.;Late Roman;Urban, amphitheater;LR;Plain;1.0000;Lazio;Central Italy;3;3;De Grossi Mazzorin and Minniti 2009;12.492193352835693;41.89032596815622;217;6;39;18;4;44;;0;0
183;Roma, Colosseum, Commodus passage, 4th c.;Late Roman;Urban, amphitheater;LR;Plain;1.0000;Lazio;Central Italy;4;4;De Grossi Mazzorin and Minniti 2009;12.492193352835693;41.89032596815622;59;2;6;3;0;0;;0;0
184;Roma, Terme di Traiano, 2nd c.;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;2;2;De Grossi Mazzorin and Minniti 2009;12.493648995057516;41.89322580955048;12;5;2;0;0;0;;0;0
184;Roma, Terme di Traiano, 6th c. ;Early Medieval;Urban;EMA;Plain;1.0000;Lazio;Central Italy;6;6;De Grossi Mazzorin and Minniti 2009;12.493648995057516;41.89322580955048;126;42;26;2;0;0;;0;0
184;Roma, Terme di Traiano, 6th-7th c. ;Early Medieval;Urban;EMA;Plain;0.5000;Lazio;Central Italy;6;7;De Grossi Mazzorin and Minniti 2009;12.493648995057516;41.89322580955048;512;109;273;21;0;0;;0;0
185;Roma, Quirinale;Roman;Urban;R;Hill;1.0000;Lazio;Central Italy;1;1;De Grossi Mazzorin and Minniti 2009;12.486980584462794;41.90011156515019;1115;54;214;54;9;0;;0;3
186;Roma, Gianicolo, via Sacchi, 2nd c. CE;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;2;2;De Grossi Mazzorin and Minniti 2009;12.467537733926948;41.88652970427762;406;130;431;11;17;0;;0;2
66;Roma, Meta Sudans, US 3399;Roman;Urban;R;Plain;0.3333;Lazio;Central Italy;-1;1;De Grossi Mazzorin and Minniti 2009;12.491189460662639;41.89064729508154;389;33;94;43;42;0;;0;0
187;Roma, Arco di Costantino, 1st c. ;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;1;1;De Grossi Mazzorin and Minniti 2009;12.490666073528786;41.8902648863285;38;6;5;0;1;0;;0;0
187;Roma, Arco di Costantino, 2nd c. ;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;2;2;De Grossi Mazzorin and Minniti 2009;12.490666073528786;41.8902648863285;209;17;58;7;1;0;;0;0
188;Roma, Caput Africae, 1st c.;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;1;1;Tagliacozzo 1993;12.495884193946859;41.887045807205865;35;2;4;3;0;0;;0;0
188;Roma, Caput Africae, 2nd c.;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;2;2;Tagliacozzo 1993;12.495884193946859;41.887045807205865;153;1;53;9;0;0;;0;0
189;Roma, Amph. Flavium, E Collett., 2nd-3rd c. ;Roman;Urban, amphitheater;R;Plain;0.5000;Lazio;Central Italy;2;3;De Grossi Mazzorin and Minniti 2009;12.492194697814869;41.890323657425604;514;34;137;33;10;0;;0;0
189;Roma, Amph. Flavium, E Collett., 2nd-3rd c. ;Roman;Urban, amphitheater;LR;Plain;0.5000;Lazio;Central Italy;2;3;De Grossi Mazzorin and Minniti 2009;12.492194697814869;41.890323657425604;514;34;137;33;10;0;;0;0
189;Roma, Amph. Flavium, Room LXVIII;Late Roman;Urban, amphitheater;LR;Plain;1.0000;Lazio;Central Italy;3;3;De Grossi Mazzorin and Minniti 2009;12.492194697814869;41.890323657425604;196;4;14;25;6;0;;0;0
189;Roma, Amph. Flavium, Cuneus XXXIII;Late Roman;Urban, amphitheater;LR;Plain;1.0000;Lazio;Central Italy;3;3;De Grossi Mazzorin and Minniti 2009;12.492194697814869;41.890323657425604;484;4;61;47;11;0;;0;0
189;Roma, Amph. Flavium, E Collett., 3rd-5th c. ;Late Roman;Urban, amphitheater;LR;Plain;0.3333;Lazio;Central Italy;3;5;De Grossi Mazzorin and Minniti 2009;12.492194697814869;41.890323657425604;380;21;78;160;13;0;;0;3
189;Roma, Amph. Flavium, E-W Collett., 2nd-4th c. ;Roman;Urban, amphitheater;R;Plain;0.3333;Lazio;Central Italy;2;4;De Grossi Mazzorin and Minniti 2009;12.492194697814869;41.890323657425604;667;25;162;71;15;0;;0;5
189;Roma, Amph. Flavium, E-W Collett., 2nd-4th c. ;Roman;Urban, amphitheater;LR;Plain;0.3333;Lazio;Central Italy;2;4;De Grossi Mazzorin and Minniti 2009;12.492194697814869;41.890323657425604;667;25;162;71;15;0;;0;5
189;Roma, Amph. Flavium, W Collett., 4th-5th c. ;Late Roman;Urban, amphitheater;LR;Plain;0.5000;Lazio;Central Italy;4;5;De Grossi Mazzorin and Minniti 2009;12.492194697814869;41.890323657425604;540;71;189;195;27;0;;0;20
190;Fiesole;Late Roman;Urban;LR;Hilltop;0.5000;Toscana;Central Italy;4;5;De Marinis 1990;11.295054866792261;43.807746700168295;259;58;24;129;21;0;;0;0
197;San Genesio, Pisa, 6th-7th c.;Lombard;Religious;EMA;Plain;0.5000;Toscana;Central Italy;6;7;Buonincontri 2012;10.882369732514714;43.69180382830108;67;35;48;0;3;4;;11;0
204;Gorfigliano, huts, Phase 1;Early Medieval;Rural;EMA;Mountain;0.3333;Toscana;Central Italy;8;10;Sorrentino et al 2004;10.243481355324901;44.15512202740235;1;;1;0;1;0;5;0;0
204;Gorfigliano, Phase 2;Early Medieval;Castle;EMA;Mountain;1.0000;Toscana;Central Italy;10;10;Sorrentino et al 2004;10.243481355324901;44.15512202740235;18;2;10;0;0;0;2;3;0
205;Monte Torto di Osimo, 1st c. CE;Roman;Rural site, villa;R;Plain;1.0000;Marche;Central Italy;1;1;Wilkens 2001;13.390780064490631;43.49242472865832;3;4;0;0;2;0;;2;0
205;Monte Torto di Osimo, 3rd-4th c. CE;Late Roman;Rural site, villa;LR;Plain;0.5000;Marche;Central Italy;3;4;Wilkens 2001;13.390780064490631;43.49242472865832;255;40;127;22;40;0;46;17;1
205;Monte Torto di Osimo, 6th c. CE;Early Medieval;Rural site, villa;EMA;Plain;1.0000;Marche;Central Italy;6;6;Wilkens 2001;13.390780064490631;43.49242472865832;5;;7;1;0;0;0;0;0
206;Pisa, Piazza dei Cavalieri, 7th-8th c. CE;Early Medieval;Urban;EMA;Coast;0.5000;Toscana;Central Italy;7;8;Sorrentino 2000;10.400150232560957;43.71941567247373;1;1;1;0;0;0;;0;0
206;Pisa, Piazza dei Cavalieri, 9th-11th c. CE;Early Medieval;Urban;EMA;Coast;0.3333;Toscana;Central Italy;9;11;Sorrentino 2000;10.400150232560957;43.71941567247373;;2;3;0;0;0;;0;0
206;Pisa, Piazza dei Cavalieri, 9th-11th c. CE;Early Medieval;Urban;Ma;Coast;0.3333;Toscana;Central Italy;9;11;Sorrentino 2000;10.400150232560957;43.71941567247373;;2;3;0;0;0;;0;0
206;Pisa, Piazza dei Cavalieri, 11th c. CE;Medieval;Urban;Ma;Coast;1.0000;Toscana;Central Italy;11;11;Sorrentino 2000;10.400150232560957;43.71941567247373;42;43;36;5;2;0;;3;0
206;Pisa, Piazza dei Cavalieri, 11th-12th c. CE;Medieval;Urban;Ma;Coast;0.5000;Toscana;Central Italy;11;12;Sorrentino 2000;10.400150232560957;43.71941567247373;22;19;44;5;2;0;;1;0
214;Firenze, via de' Castellani, Period B;Roman;Rural;R;Plain;0.2000;Toscana;Central Italy;1;5;Corbino 2007;11.256372124331048;43.76810814102183;1;5;0;0;0;0;;8;0
214;Firenze, via de' Castellani, Period B;Roman;Rural;LR;Plain;0.2000;Toscana;Central Italy;1;5;Corbino 2007;11.256372124331048;43.76810814102183;1;5;0;0;0;0;;8;0
214;Firenze, via de' Castellani, Period C, phases 3-5;Late Roman;Rural;LR;Plain;0.5000;Toscana;Central Italy;5;6;Corbino 2007;11.256372124331048;43.76810814102183;13;20;0;2;1;0;1;7;0
214;Firenze, via de' Castellani, Period C, phases 3-5;Late Roman;Rural;EMA;Plain;0.5000;Toscana;Central Italy;5;6;Corbino 2007;11.256372124331048;43.76810814102183;13;20;0;2;1;0;1;7;0
214;Firenze, via de' Castellani, Period C, phases 6-9;Early Medieval;Rural;EMA;Plain;0.5000;Toscana;Central Italy;6;7;Corbino 2007;11.256372124331048;43.76810814102183;7;7;2;0;0;0;1;0;0
214;Firenze, via de' Castellani, Period C, phases 10-12;Early Medieval;Rural;EMA;Plain;1.0000;Toscana;Central Italy;8;8;Corbino 2007;11.256372124331048;43.76810814102183;2;4;0;0;0;0;1;2;0
214;Firenze, via de' Castellani, Periods C-D, phases 13-15;Medieval;Rural;EMA;Plain;0.2500;Toscana;Central Italy;9;12;Corbino 2007;11.256372124331048;43.76810814102183;5;3;7;0;1;0;;3;0
214;Firenze, via de' Castellani, Periods C-D, phases 13-15;Medieval;Rural;Ma;Plain;0.2500;Toscana;Central Italy;9;12;Corbino 2007;11.256372124331048;43.76810814102183;5;3;7;0;1;0;;3;0
215;Miranduolo, village phase;Lombard;Rural;EMA;Hill;0.5000;Toscana;Central Italy;8;9;Salvadori 2008;11.079989431456067;43.120523086437785;90;6;41;3;2;0;;0;0
215;Miranduolo, manor phase;Frankish;Rural;EMA;Hill;0.5000;Toscana;Central Italy;9;10;Salvadori 2008;11.079989431456067;43.120523086437785;271;58;168;11;8;0;;11;0
215;Miranduolo, castle phase;Medieval;Castle;EMA;Hill;0.5000;Toscana;Central Italy;10;11;Salvadori 2008;11.079989431456067;43.120523086437785;196;25;88;14;18;0;;1;0
215;Miranduolo, castle phase;Medieval;Castle;Ma;Hill;0.5000;Toscana;Central Italy;10;11;Salvadori 2008;11.079989431456067;43.120523086437785;196;25;88;14;18;0;;1;0
60;Case Nuove, Cinigiano, Phase 1.1;Roman;Rural;R;Hill;1.0000;Toscana;Central Italy;-1;-1;MacKinnon 2020a;11.34589342010911;42.89164959900157;4;7;3;0;1;0;;0;0
220;Marzuolo, Phase 1;Roman;Rural;R;Plain;1.0000;Toscana;Central Italy;-1;-1;MacKinnon 2020b;11.408297998931415;42.95620255964278;150;101;59;12;8;4;;1;0
220;Marzuolo, Phase 2;Roman;Rural;R;Plain;1.0000;Toscana;Central Italy;1;1;MacKinnon 2020b;11.408297998931415;42.95620255964278;43;14;43;10;12;0;;4;0
220;Marzuolo, Phase 3;Roman;Rural;R;Plain;0.5000;Toscana;Central Italy;2;3;MacKinnon 2020b;11.408297998931415;42.95620255964278;70;24;44;13;19;1;;10;0
220;Marzuolo, Phase 4;Medieval;Religious;R;Plain;0.5000;Toscana;Central Italy;11;12;MacKinnon 2020b;11.408297998931415;42.95620255964278;11;5;15;0;5;0;;9;0
220;Marzuolo, Phase 4;Medieval;Religious;LR;Plain;0.5000;Toscana;Central Italy;11;12;MacKinnon 2020b;11.408297998931415;42.95620255964278;11;5;15;0;5;0;;9;0
221;Tombarelle, Phase 1;Roman;Rural;Ma;Hill;0.3333;Toscana;Central Italy;-1;1;MacKinnon 2020c;11.380429762267804;42.938767671782266;8;21;7;0;21;0;;1;0
221;Tombarelle, Phase 2;Roman;Rural;R;Hill;1.0000;Toscana;Central Italy;1;1;MacKinnon 2020c;11.380429762267804;42.938767671782266;;2;5;0;0;0;;0;0
221;Tombarelle, Phase 3;Late Roman;Rural;LR;Hill;1.0000;Toscana;Central Italy;5;5;MacKinnon 2020c;11.380429762267804;42.938767671782266;27;37;16;2;1;0;;7;0
221;Tombarelle, Phase 4;Medieval;Rural;EMA;Hill;0.3333;Toscana;Central Italy;10;12;MacKinnon 2020c;11.380429762267804;42.938767671782266;6;2;17;1;1;0;;3;0
221;Tombarelle, Phase 4;Medieval;Rural;Ma;Hill;0.3333;Toscana;Central Italy;10;12;MacKinnon 2020c;11.380429762267804;42.938767671782266;6;2;17;1;1;0;;3;0
222;Santa Marta, 1st c. ;Roman;Rural site, villa;R;Hill;1.0000;Toscana;Central Italy;1;1;Ghisleni 2009;11.335331861134952;42.89591589233214;87;37;65;12;23;0;;2;0
223;Il Monte, San Gimignano;Roman;Urban;R;Hill;0.3333;Toscana;Central Italy;1;3;Prilloff 2013;11.04159979715454;43.40436886315246;172;125;144;2;10;0;;33;0
223;Il Monte, San Gimignano;Roman;Urban;LR;Hill;0.3333;Toscana;Central Italy;1;3;Prilloff 2013;11.04159979715454;43.40436886315246;172;125;144;2;10;0;;33;0
180;Pistoia, 1st-3rd c.;Roman;Urban;R;Plain;0.3333;Toscana;Central Italy;1;3;Giorgetti and Campodoni 1985;10.9173070903232;43.933769937789364;8;6;3;0;0;0;;0;0
180;Pistoia, 1st-3rd c.;Roman;Urban;LR;Plain;0.3333;Toscana;Central Italy;1;3;Giorgetti and Campodoni 1985;10.9173070903232;43.933769937789364;8;6;3;0;0;0;;0;0
142;Volterra, podere San Mario, 4th-5th c.;Late Roman;Rural;LR;Hill;0.5000;Toscana;Central Italy;4;5;Motta et al 1993;10.905322152828276;43.396751684683565;95;82;154;6;2;0;;2;0
222;Santa Marta, 5th-6th c. ;Late Roman;Rural site, villa;LR;Hill;0.5000;Toscana;Central Italy;5;6;Ghisleni 2009;11.335331861134952;42.89591589233214;48;13;26;9;4;0;;3;0
222;Santa Marta, 5th-6th c. ;Late Roman;Rural site, villa;EMA;Hill;0.5000;Toscana;Central Italy;5;6;Ghisleni 2009;11.335331861134952;42.89591589233214;48;13;26;9;4;0;;3;0
222;Santa Marta, 6th-7th c. ;Early Medieval;Rural site, villa;EMA;Hill;0.5000;Toscana;Central Italy;6;7;Ghisleni 2009;11.335331861134952;42.89591589233214;23;7;11;10;0;0;;5;0
222;Santa Marta, 7th-8th? c. ;Early Medieval;Rural site, villa;EMA;Hill;0.5000;Toscana;Central Italy;7;8;Ghisleni 2009;11.335331861134952;42.89591589233214;40;10;27;5;1;0;;6;0
222;Santa Marta, 11th-12th c. ;Medieval;Rural;Ma;Hill;0.5000;Toscana;Central Italy;11;12;Ghisleni 2009;11.335331861134952;42.89591589233214;6;;9;0;3;0;;0;0
224;Ponte Nepesino;Medieval;Castle;EMA;Hilltop;0.2500;Lazio;Central Italy;8;11;Cameron et al 1984;12.336621201293637;42.215774725288604;187;169;118;0;13;0;;19;0
224;Ponte Nepesino;Medieval;Castle;Ma;Hilltop;0.2500;Lazio;Central Italy;8;11;Cameron et al 1984;12.336621201293637;42.215774725288604;187;169;118;0;13;0;;19;0
229;Cencelle;Medieval;Urban;EMA;Hilltop;0.2000;Lazio;Central Italy;9;13;Minniti 2010;11.857002390365047;42.19616272583056;172;32;94;228;28;7;9;20;0
229;Cencelle;Medieval;Urban;Ma;Hilltop;0.2000;Lazio;Central Italy;9;13;Minniti 2010;11.857002390365047;42.19616272583056;172;32;94;228;28;7;9;20;0
233;Campiglia, Period I, phases 5-6;Medieval;Urban;Ma;Hilltop;1.0000;Toscana;Central Italy;11;11;Salvadori 2003;10.603292253464227;43.087097705812;76;6;17;0;4;0;;1;0
233;Campiglia, Period I, phases 3-4;Medieval;Urban;EMA;Hilltop;0.5000;Toscana;Central Italy;9;10;Salvadori 2003;10.603292253464227;43.087097705812;82;14;22;0;0;0;;1;0
233;Campiglia, Period I, phases 3-4;Medieval;Urban;Ma;Hilltop;0.5000;Toscana;Central Italy;9;10;Salvadori 2003;10.603292253464227;43.087097705812;82;14;22;0;0;0;;1;0
249;Villa Magna, Byzantine phase, 6th-7th c.;Byzantine;Rural site, villa;EMA;Hill;0.5000;Lazio;Central Italy;6;7;Holt 2016;13.112407048036301;41.68141381604245;8;2;10;1;1;1;;0;0
